In cryptography, a sponge function or sponge construction is any of a class of algorithms with finite internal state that take an input bit stream of any length and produce an output bit stream of any desired length. Sponge functions have both theoretical and practical uses. They can be used to model or implement many cryptographic primitives, including cryptographic hashes, message authentication codes, mask generation functions, stream ciphers, pseudo-random number generators, and authenticated encryption.
10110010 00011100 00011011 10000101 11100101 00101110 10110010 00000011 11110100 01011110 00011011 00001011 10010000 11000010 00101101 10011101 11111111 10011000 01001111 01100101 11011101 11111010 10000000 10101010 10100010 11111001 10101110 00000110 10111000 00110110 01000001 11011001 00000111 11111101 11000010 00001100 01100011 10011111 10101110 00100010 00100010 10000010 10111110 11011101 01010001 01000011 01101100 10011000 01101110 01100010 00111001 00011100 01101010 00001111 00000101 10011110 01011111 01100001 10100011 10000111 00100111 00110001 10011110 01010111 00000010 01111000 10011110 10010010 10110010 00011100 00011011 10000101 11100101 00101110 10110010 00000011 11110100 01011110 00011011 00001011 11011110 01011000 00110000 01100011 11111111 10011000 01001111 01100101 11011101 11111010 10000000 10101010 10100010 11111001 10101110 00000110 00001111 10010101 00011010 00001000 00000111 11111101 11000010 00001100 01100011 10011111 10101110 00100010 00100010 10000010 10111110 11011101 01010110 10100001 01011001 00100010 01101110 01100010 00111001 00011100 01101010 00001111 00000101 10011110 01011111 01100001 10100011 10000111 01101010 01111111 11100000 00000011 00000010 01111000 10011110 10010010 00110001 00010101 10011011 01000100 10101010 11111111 01011000 00100100 00011001 11101111 11011110 10111000 10001001 00101100 01101100 00111000 11111101 10011001 10001011 00010101 11111001 00001000 00000111 11010110 00111110 01001110 11101011 00100000 00001101 10101100 10100101 01010101 10010010 11011010 11101100 01110001 11110000 00011010 11110010 10000011 00001100 01011101 00110001 01111110 11011100 00010100 10011101 00010100 11001010 11011001 11000100 10100111 01011101 00101111 10111101 10110100 00110000 11001010 01001010 01000010 01101101 00000010 00111000 10011111

384,6
324,5
116,6
0,7
120,7
256,7
228,6
500,6
0,3
500,6
180,2
224,7
96,6
332,5
0,5
180,4
184,7
484,7
0,7
384,5
324,7
348,6
444,7
484,7
384,6
316,7
420,7
512,5
456,7
404,5
452,6
240,5
52,6
356,7
332,5
452,5
60,7
512,6
412,7
0,6
284,6
452,0
32,7
404,7
332,7
404,7
452,1
104,7
388,6
212,4
4,4
32,7
308,6
444,7
4,7
432,7
180,7
432,7
60,6
512,4
500,6
404,6
444,5
432,7
324,7
96,6
0,3
240,5
240,6
484,6
308,6
40,7
344,7
32,7
456,6
384,7
180,4
172,6
184,7
300,6
332,5
240,6
284,7
264,7
180,1
444,6
148,7
308,6
312,7
4,7
356,7
260,7
212,6
348,6
248,5
444,5
52,7
116,6
332,7
348,7
240,7
444,5
240,4
316,7
356,6
384,7
44,7
44,6
172,7
512,7
296,7
148,7
104,7
32,7
28,7
72,7
452,7
4,6
484,7
12,6
452,2
388,7
180,4
172,6
116,6
324,7
212,6
324,6
496,7
0,6
384,5
376,7
432,7
348,6
456,6
272,7
348,6
56,7
184,6
344,7
452,7
512,7
0,4
184,7
332,6
344,7
444,4
104,7
412,7
252,7
496,7
344,7
456,7
160,7
460,7
384,6
116,7
252,7
432,7
512,5
484,4
484,6
308,6
272,7
96,6
0,3
308,7
512,5
456,6
4,5
248,7
404,5
188,7
40,7
348,7
500,6
324,5
12,6
356,7
180,5
484,6
240,5
512,6
180,2
240,5
248,7
308,6
0,6
20,7
272,7
184,6
4,4
444,5
452,6
456,7
332,6
444,7
180,3
240,3
348,7
32,7
452,0
308,6
0,6
444,4
460,7
60,7
248,6
452,2
12,6
20,7
180,3
180,7
120,7
384,7
512,6
40,7
460,7
240,7
432,7
0,2
88,7
0,7
116,6
452,0
116,7
172,4
116,6
60,7
180,6
444,4
32,7
356,7
484,7
172,6
300,7
228,7
124,7
512,6
344,6
308,3
240,7
180,7
44,7
256,7
40,7
452,0
212,7
120,6
184,7
404,5
284,6
140,7
116,6
180,0
248,5
444,3
60,7
452,0
512,5
348,7
376,7
228,7
284,6
272,7
228,6
272,7
264,7
188,7
0,3
256,7
44,7
444,7
484,7
452,4
388,7
160,7
452,3
452,3
384,6
248,6
240,4
420,7
184,7
512,6
452,6
248,5
172,7
240,3
308,2
384,7
444,4
300,6
388,7
0,7
60,7
300,7
116,7
356,6
348,6
184,6
312,7
308,4
160,7
456,6
180,5
332,6
484,4
388,6
296,7
240,4
452,5
28,7
452,7
0,2
212,6
148,7
212,5
188,7
512,3
52,6
172,6
496,7
248,6
0,4
180,2
32,7
160,7
172,6
0,6
160,7
420,7
512,3
384,4
444,4
484,7
240,3
0,6
512,4
500,7
188,7
452,1
120,6
452,4
212,5
452,5
332,5
88,7
460,7
224,7
404,5
120,7
0,4
332,7
240,3
296,7
0,5
324,6
452,6
308,6
0,5
44,6
240,4
104,7
444,3
104,7
180,4
444,4
512,4
348,6
248,6
12,7
308,2
20,7
44,7
384,5
32,7
224,7
212,7
60,7
324,6
512,5
12,6
384,5
484,7
460,7
264,7
184,7
500,7
0,4
344,7
312,7
452,2
0,3
484,7
512,7
444,7
172,3
0,7
512,4
172,7
124,7
484,6
240,6
104,7
0,2
300,7
240,4
104,7
0,2
308,7
252,7
324,6
284,6
240,7
376,7
308,5
4,7
4,4
356,7
344,6
28,7
376,7
240,6
332,5
356,6
512,5
180,0
500,7
52,7
4,6
420,7
276,7
248,6
324,6
452,4
180,2
140,7
500,7
444,6
308,2
388,7
344,6
484,6
180,7
180,6
4,4
0,3
260,7
444,7
348,6
32,7
332,7
172,6
120,7
12,6
172,7
356,7
308,2
28,7
228,6
240,3
0,3
180,6
384,7
460,7
404,6
180,1
512,7
224,7
248,5
240,5
500,7
44,7
500,7
212,7
452,3
180,2
116,6
500,6
312,7
180,7
452,2
404,7
412,7
184,7
332,6
332,6
188,7
452,0
356,7
512,6
324,7
460,7
116,7
484,4
308,6
388,7
212,5
384,5
88,7
444,7
180,3
44,7
444,3
452,3
60,6
52,7
120,6
228,6
248,5
484,6
308,7
452,4
344,6
324,6
260,7
212,7
512,4
324,7
28,7
180,2
420,7
228,7
4,6
388,7
116,7
512,4
512,3
116,7
184,6
160,7
264,7
184,6
284,7
308,6
512,5
4,5
240,6
452,7
184,6
148,7
256,7
104,7
104,7
180,1
148,7
444,7
316,7
188,7
324,5
284,7
44,6
124,7
32,7
264,7
172,6
444,5
356,6
184,7
120,6
256,7
240,7
172,6
300,6
324,6
376,7
4,6
104,7
452,7
32,7
104,7
212,4
4,5
4,4
332,7
356,7
444,7
268,7
276,7
0,6
248,5
332,7
252,7
404,5
52,6
312,7
332,5
160,7
240,3
412,7
300,6
404,5
512,6
316,7
116,7
88,7
384,7
444,3
264,7
356,6
484,5
260,7
0,7
308,3
228,7
444,5
412,7
12,7
324,5
308,7
4,7
404,5
444,4
4,6
444,3
228,7
28,7
284,7
284,7
512,3
484,7
456,7
240,6
4,4
384,5
260,7
484,5
356,7
172,3
324,5
0,7
444,4
224,7
484,7
272,7
116,7
72,7
224,7
308,6
308,2
32,7
180,2
172,7
104,7
124,7
12,7
180,1
300,7
332,7
512,6
180,0
452,7
96,6
512,5
444,4
140,7
180,6
496,7
0,6
348,7
312,7
120,7
160,7
384,7
32,7
344,6
312,7
0,4
240,6
20,7
324,6
388,6
240,6
376,7
460,7
0,2
32,7
124,7
512,3
72,7
484,4
240,5
60,7
452,0
452,7
324,7
44,6
140,7
52,6
444,3
456,7
12,6
412,7
284,6
404,5
228,7
140,7
332,5
0,5
444,3
88,7
180,6
460,7
388,6
248,5
240,3
344,7
512,4
180,0
500,7
184,6
344,6
356,7
180,0
124,7
412,7
296,7
284,7
180,6
444,3
512,5
444,4
140,7
184,6
40,7
72,7
376,7
240,4
444,5
224,7
184,6
180,1
452,0
0,2
452,5
452,0
332,7
300,6
256,7
444,3
348,7
388,6
4,5
172,3
344,6
308,5
12,6
484,7
120,6
512,3
172,6
456,7
0,2
4,6
332,6
212,4
452,6
248,7
212,7
484,7
404,6
512,7
180,3
316,7
240,4
20,7
308,5
308,4
344,7
140,7
0,2
284,6
452,1
300,6
224,7
264,7
324,5
452,6
0,6
444,7
116,6
484,5
348,6
4,4
376,7
452,3
52,7
52,6
96,7
180,5
120,6
460,7
388,7
384,5
240,4
452,1
300,6
332,6
376,7
500,7
180,7
56,7
0,5
444,7
456,7
140,7
184,6
60,7
384,4
240,6
0,6
240,5
452,2
240,6
180,4
172,4
260,7
496,7
412,7
184,6
300,6
188,7
40,7
384,7
252,7
484,6
348,7
308,3
296,7
300,7
240,7
12,6
116,6
452,5
484,5
228,6
452,3
256,7
44,6
4,6
0,5
4,5
452,7
276,7
212,7
296,7
116,6
180,7
116,6
276,7
404,5
452,4
32,7
12,7
212,4
452,3
260,7
276,7
344,7
212,4
312,7
248,6
456,6
140,7
384,7
228,7
384,6
384,6
96,7
284,7
212,4
44,7
172,7
376,7
432,7
52,6
140,7
388,7
308,3
308,5
240,6
324,6
32,7
228,7
444,6
180,0
180,2
4,7
484,7
484,5
172,4
172,3
308,7
420,7
356,6
180,3
52,6
348,6
268,7
256,7
324,5
212,4
512,4
140,7
300,7
0,3
432,7
332,6
432,7
308,4
172,7
240,6
116,6
4,6
344,6
224,7
212,6
276,7
120,6
348,7
4,4
184,7
0,5
120,7
0,3
52,7
444,5
324,7
452,7
120,7
484,5
356,6
452,4
284,7
296,7
40,7
276,7
452,3
40,7
308,2
456,6
420,7
384,4
512,4
332,5
308,5
260,7
60,7
248,6
260,7
384,4
308,5
332,5
88,7
332,6
240,3
120,7
212,4
12,6
140,7
32,7
484,6
324,7
404,5
252,7
308,2
0,6
356,7
180,1
180,1
228,6
60,6
484,5
308,2
384,7
180,6
180,5
228,6
500,6
512,5
188,7
72,7
240,6
376,7
44,6
28,7
60,6
256,7
324,6
116,7
12,6
12,6
52,7
4,6
452,6
356,6
180,1
0,6
496,7
96,6
116,7
120,7
324,5
500,6
248,6
308,3
44,7
180,6
180,0
120,7
252,7
0,5
212,6
452,2
484,5
344,7
56,7
452,6
272,7
148,7
28,7
512,7
432,7
260,7
212,6
0,7
444,6
404,7
0,5
104,7
96,6
512,6
0,6
404,6
484,7
444,5
32,7
388,6
332,5
300,6
212,4
276,7
388,7
12,6
300,6
444,4
300,7
324,5
228,7
4,5
72,7
284,6
300,6
180,6
172,4
452,2
272,7
456,6
0,3
324,6
240,6
180,1
452,2
4,4
308,3
512,4
356,6
512,3
180,7
452,0
52,6
180,2
180,2
444,6
484,5
500,6
180,7
228,7
120,7
496,7
456,6
0,2
260,7
384,6
104,7
484,5
308,4
444,5
356,6
456,7
484,7
404,5
512,5
452,6
452,1
184,7
308,2
172,7
0,2
452,3
404,5
96,7
308,4
384,4
4,6
228,6
308,5
32,7
12,6
28,7
452,4
332,7
212,7
140,7
332,6
240,4
388,6
172,7
308,7
300,6
180,4
212,5
0,3
184,7
52,6
12,6
0,4
460,7
452,4
180,2
376,7
384,4
332,5
452,1
12,7
348,6
248,7
452,7
456,6
500,6
332,5
224,7
4,5
452,0
180,6
12,6
308,3
224,7
452,5
180,2
384,6
332,7
348,6
404,5
316,7
224,7
32,7
44,6
228,6
388,7
444,4
44,7
512,6
124,7
404,6
452,2
308,4
512,6
308,7
0,2
496,7
180,1
452,7
240,5
444,4
308,5
124,7
180,4
224,7
344,7
332,7
4,5
180,1
116,7
4,7
300,6
60,6
300,6
404,5
348,7
452,7
404,6
180,1
272,7
444,7
404,6
180,5
444,4
0,3
32,7
52,6
240,3
324,5
12,7
308,5
180,3
252,7
180,5
44,7
32,7
496,7
444,6
160,7
228,7
0,3
452,0
308,5
308,5
452,4
456,6
72,7
512,6
116,7
300,7
332,6
44,7
212,5
308,7
248,5
324,7
452,1
384,6
452,1
160,7
312,7
300,6
180,7
452,4
496,7
0,4
72,7
456,6
12,7
52,7
512,3
300,6
332,5
452,3
460,7
140,7
296,7
404,6
180,6
120,7
308,5
512,3
0,7
404,6
180,0
512,4
348,6
376,7
356,6
444,7
384,7
228,6
248,5
512,6
184,7
12,7
332,5
500,7
308,7
500,7
180,0
452,6
324,7
0,2
72,7
264,7
0,7
384,7
324,6
56,7
248,5
212,7
308,5
308,4
512,5
248,5
212,7
52,6
444,5
180,4
404,7
356,6
404,6
180,5
420,7
308,7
484,4
212,5
188,7
20,7
456,6
496,7
260,7
512,3
124,7
308,2
452,4
184,7
116,6
324,7
284,6
284,6
348,6
484,7
444,3
512,3
212,6
452,1
184,7
56,7
188,7
512,4
296,7
332,6
180,3
20,7
212,4
432,7
0,6
188,7
384,5
116,6
60,7
512,6
452,0
384,5
412,7
444,7
444,3
104,7
484,7
404,6
348,7
212,4
456,6
356,6
0,3
484,5
452,2
452,7
384,6
248,7
308,5
4,5
324,6
388,6
212,4
248,5
348,6
452,3
184,6
20,7
212,5
120,7
344,6
224,7
308,2
148,7
452,2
484,7
376,7
452,6
180,3
248,7
212,5
432,7
332,7
228,6
284,7
484,5
180,4
296,7
56,7
248,7
500,7
0,6
384,7
0,3
452,3
172,7
96,7
124,7
324,7
240,3
300,7
116,7
12,7
324,5
4,6
52,7
260,7
384,7
0,4
344,6
212,5
0,4
180,3
240,5
496,7
332,7
240,3
148,7
384,6
180,4
184,7
460,7
332,6
452,7
96,7
44,6
496,7
0,4
452,0
308,4
308,4
308,3
348,7
332,5
296,7
0,2
284,6
60,7
228,7
256,7
96,6
284,7
308,5
148,7
308,6
172,3
324,7
180,1
300,6
388,6
308,3
0,7
384,4
452,7
184,6
384,5
456,7
388,6
432,7
172,4
308,7
4,6
308,6
496,7
456,7
104,7
444,3
496,7
28,7
0,3
496,7
184,6
56,7
404,6
240,4
344,6
356,7
388,6
444,6
0,7
